title,price,address,item_url,date,Вход,Общая площадь,Этаж,Отделка,Тип аренды,Тип здания,Парковка,lat,lon,Отдельный вход,Высота потолков,Мощность электросети,Отопление,Минимальный срок аренды,Удалённость от дороги,Аренда части,Планировка,Класс здания,Количество парковочных мест,Арендные каникулы,Платежи включены
"Торговая площадь, 120 м²",1500,"ул. Спортивная, 9Нижнекамск",https://www.avito.ru/nizhnekamsk/kommercheskaya_nedvizhimost/torgovaya_ploschad_120_m_3674360032?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxNWNpbzZkSjZ0a3FTZkxGIjt9XP5w2z8AAAA,9 ноября 2023,с улицы,120 м²,1,чистовая,прямая,торговый центр,"на улице, бесплатная, подходит для грузового транспорта",55.63750458,51.82749939,есть,3 м,15 кВт,,12 мес.,,возможна,,,100,есть,
"Свободного назначения, 105 м²",1800,"ул. Братьев Батталовых, 20Ак2Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_105_m_3484341765?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxNWNpbzZkSjZ0a3FTZkxGIjt9XP5w2z8AAAA,1 ноября 2023,с улицы,105 м²,1,офисная,прямая,жилой дом,"на улице, бесплатная",55.72286787550465,49.184536641824565,есть,3.5 м,,,11 мес.,,,,,500,есть,
"Торговая площадь, 108 м²",1500,"пр-т Чулман, 1АНабережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/torgovaya_ploschad_108_m_3641771647?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxNWNpbzZkSjZ0a3FTZkxGIjt9XP5w2z8AAAA,24 октября 2023,с улицы,108 м²,1,без отделки,прямая,торговый центр,на улице,55.71996689,52.35801697,есть,4 м,,,,,,,,40,есть,
"Свободного назначения, 123.8 м²",1200,"ул. Бари Галеева, 8Ак4Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_123.8_m_3515556090?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxNWNpbzZkSjZ0a3FTZkxGIjt9XP5w2z8AAAA,8 октября 2023,с улицы,123.8 м²,1,без отделки,прямая,жилой дом,"на улице, бесплатная, подходит для грузового транспорта",55.80451584,49.17419052,есть,4 м,,,11 мес.,,возможна,,,30,есть,
"Торговая площадь, 100 м²",1500,"ул. Хасанова, 50Зеленодольск",https://www.avito.ru/zelenodolsk/kommercheskaya_nedvizhimost/torgovaya_ploschad_100_m_3441027430?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxNWNpbzZkSjZ0a3FTZkxGIjt9XP5w2z8AAAA,5 октября 2023,с улицы,100 м²,1,чистовая,прямая,торговый центр,"на улице, бесплатная, подходит для грузового транспорта",55.86557705197533,48.548570715092076,есть,4 м,"60 кВт, можно увеличить",,11 мес.,,возможна,,,50,есть,
Склад холодильник,750,"Ремонтный пр., 61/1Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/sklad_holodilnik_3492686243?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxNWNpbzZkSjZ0a3FTZkxGIjt9XP5w2z8AAAA,27 сентября 2023,с улицы,114 м²,1,чистовая,прямая,другой,"на улице, бесплатная, подходит для грузового транспорта",55.751315,52.47824,есть,3 м,,нет,1 мес.,,возможна,,,100,,эксплуатационные
"Торговая площадь, 76 м²",76000,"63-й комплекс, 16Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/torgovaya_ploschad_76_m_3480545638?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxNWNpbzZkSjZ0a3FTZkxGIjt9XP5w2z8AAAA,27 сентября 2023,с улицы,76 м²,1,чистовая,прямая,административное здание,на улице,55.75624917382172,52.46636706214901,есть,2.6 м,,,,,,,,20,есть,
"Уютное пространство для бизнеса, 36.7 м²",2300,"ул. Сары Садыковой, 9Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/uyutnoe_prostranstvo_dlya_biznesa_36.7_m_3425494646?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxNWNpbzZkSjZ0a3FTZkxGIjt9XP5w2z8AAAA,26 сентября 2023,с улицы,36.7 м²,1,чистовая,прямая,жилой дом,на улице,55.77752,49.113466,,3.8 м,,,11 мес.,,,,,,есть,
"Торговая площадь, 8.7 м²",16000,"Волгоградская ул., 37АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_8.7_m_3459783725?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxNWNpbzZkSjZ0a3FTZkxGIjt9XP5w2z8AAAA,21 сентября 2023,с улицы,8.7 м²,1,офисная,прямая,другой,"на улице, бесплатная, подходит для грузового транспорта",55.83099747,49.09609985,есть,2.2 м,,,6 мес.,,,,,,есть,
"Торговая площадь, 12.5 м²",2500,"ул. 30 лет Победы, 1Нижнекамск",https://www.avito.ru/nizhnekamsk/kommercheskaya_nedvizhimost/torgovaya_ploschad_12.5_m_3561740728?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxNWNpbzZkSjZ0a3FTZkxGIjt9XP5w2z8AAAA,13 сентября 2023,с улицы,12.5 м²,1,чистовая,прямая,торговый центр,"на улице, бесплатная",55.629404,51.800309,,,,центральное,11 мес.,первая линия,,,,,есть,
"Торговая площадь, 80 м²",100,"ул. Ленина, 37с. Новошешминск",https://www.avito.ru/novosheshminsk/kommercheskaya_nedvizhimost/torgovaya_ploschad_80_m_3450078026?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxNWNpbzZkSjZ0a3FTZkxGIjt9XP5w2z8AAAA,7 сентября 2023,с улицы,80 м²,1,чистовая,прямая,торговый центр,"на улице, бесплатная, подходит для грузового транспорта",55.063045,51.228971,,4 м,"30 кВт, можно увеличить",,11 мес.,,возможна,,,,есть,эксплуатационные
"Свободного назначения, 66 м²",900,"пр-т Строителей, 10ЕНижнекамск",https://www.avito.ru/nizhnekamsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_66_m_3395871374?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxNWNpbzZkSjZ0a3FTZkxGIjt9XP5w2z8AAAA,6 сентября 2023,с улицы,66 м²,1,чистовая,прямая,торговый центр,"на улице, бесплатная",55.628861,51.820144,есть,4 м,15 кВт,,,,возможна,,,30,есть,
"Торговая площадь в аренду, 17.5 м²",30000,"ул. Генерала Махмута Гареева, 7БКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_v_arendu_17.5_m_3443440136?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxNWNpbzZkSjZ0a3FTZkxGIjt9XP5w2z8AAAA,28 августа 2023,с улицы,17.5 м²,1,без отделки,прямая,жилой дом,"на улице, бесплатная, подходит для грузового транспорта",55.85860825,48.90709686,есть,4 м,"5 кВт, можно увеличить",,1 мес.,,,,,5,есть,
"Склад, 55 м²",38500,"ул. Владимира Кулагина, 23Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/sklad_55_m_3277298976?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxNWNpbzZkSjZ0a3FTZkxGIjt9XP5w2z8AAAA,28 августа 2023,со двора,55 м²,1,чистовая,прямая,другой,"на улице, бесплатная",55.741586,49.110654,есть,3 м,,,11 мес.,,,,B,20,есть,
"Торговая площадь, 25 м²",1000,"ул. Нурихана Фаттаха, 21/1Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_25_m_3208069269?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxNWNpbzZkSjZ0a3FTZkxGIjt9XP5w2z8AAAA,27 августа 2023,с улицы,25 м²,1,без отделки,прямая,другой,"на улице, бесплатная, подходит для грузового транспорта",55.86805438262352,48.88360792512857,есть,,,,11 мес.,,,,,60,есть,
"Торговая площадь, 10.32 м²",8256,"ул. Ленина, 195Альметьевск",https://www.avito.ru/almetevsk/kommercheskaya_nedvizhimost/torgovaya_ploschad_10.32_m_3570630142?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxNWNpbzZkSjZ0a3FTZkxGIjt9XP5w2z8AAAA,25 августа 2023,с улицы,10.32 м²,1,чистовая,прямая,торговый центр,"на улице, бесплатная",54.904018,52.256779,есть,3 м,,,11 мес.,,,,,,есть,"коммунальные, эксплуатационные"
"Павильон на фасаде ТЦ, 20-40м²",35000,"ул. Белинского, 18Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/pavilon_na_fasade_tts_20-40m_3208219932?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxNWNpbzZkSjZ0a3FTZkxGIjt9XP5w2z8AAAA,23 августа 2023,с улицы,20 м²,1,чистовая,прямая,другой,"на улице, бесплатная",55.85498047,49.07376099,есть,3 м,,,11 мес.,,,,,40,есть,эксплуатационные
"Свободного назначения, 53 м²",70000,"ул. Белинского, 5АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_53_m_3222886774?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxNWNpbzZkSjZ0a3FTZkxGIjt9XP5w2z8AAAA,14 августа 2023,со двора,53 м²,1,чистовая,прямая,торговый центр,на улице,55.85373306,49.08193588,,2.7 м,,,11 мес.,,,,,,,
"Свободного назначения, 38 м²",57000,"ул. Баки Урманче, 1Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_38_m_3297664894?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxNWNpbzZkSjZ0a3FTZkxGIjt9XP5w2z8AAAA,14 августа 2023,с улицы,38 м²,1,офисная,прямая,жилой дом,"на улице, бесплатная, подходит для грузового транспорта",55.733411,49.179258,есть,4 м,10 кВт,центральное,11 мес.,первая линия,,,,20,есть,
"Торговая площадь, 38.6 м²",57900,"ул. Баки Урманче, 1Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_38.6_m_3365111194?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxNWNpbzZkSjZ0a3FTZkxGIjt9XP5w2z8AAAA,14 августа 2023,с улицы,38.6 м²,1,офисная,прямая,жилой дом,"на улице, бесплатная",55.733411,49.179258,есть,3 м,14 кВт,центральное,11 мес.,первая линия,,,,8,,эксплуатационные
Торговое помещение с отдельным входом и санузлом,150000,"2-я Юго-Западная ул., 3АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovoe_pomeschenie_s_otdelnym_vhodom_i_sanuzlom_3299996896?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxNWNpbzZkSjZ0a3FTZkxGIjt9XP5w2z8AAAA,14 августа 2023,,92.5 м²,1,чистовая,прямая,бизнес-центр,"на улице, бесплатная",55.817871,49.087145,,,,,11 мес.,,,кабинетная,,,есть,"коммунальные, эксплуатационные"
Контейнер Кладовка Склад,2500,"Техническая ул., 46ВКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/konteyner_kladovka_sklad_3167632716?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxNWNpbzZkSjZ0a3FTZkxGIjt9XP5w2z8AAAA,11 августа 2023,с улицы,3.5 м²,1,,прямая,другой,,55.72978592,49.13562775,есть,,,,1 мес.,,возможна,,,,есть,
"Торговая площадь, 20 м²",45000,"ул. Лукина, 48ВКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_20_m_3278337181?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxNWNpbzZkSjZ0a3FTZkxGIjt9XP5w2z8AAAA,9 августа 2023,с улицы,20 м²,1,офисная,прямая,другой,"на улице, бесплатная",55.86812592,49.09469223,есть,,,,11 мес.,,возможна,,,,есть,
"Свободного назначения, 71 м²",1500,"пр-т Дружбы Народов, 15АНабережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_71_m_3185052838?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxNWNpbzZkSjZ0a3FTZkxGIjt9XP5w2z8AAAA,27 июля 2023,с улицы,71 м²,1,без отделки,прямая,другой,"на улице, бесплатная",55.727536,52.391796,есть,4 м,,,,,,,,25,есть,
"Свободного назначения, 53.7 м²",80000,"ул. Маршала Чуйкова, 55Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_53.7_m_3308448348?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxNWNpbzZkSjZ0a3FTZkxGIjt9XP5w2z8AAAA,18 июля 2023,с улицы,53.7 м²,1,офисная,прямая,жилой дом,"на улице, бесплатная",55.836474,49.139211,есть,,,,11 мес.,,,,,,есть,
"Свободного назначения, 109 м²",150000,"пр-т Победы, 46Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_109_m_3134086213?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiIxNWNpbzZkSjZ0a3FTZkxGIjt9XP5w2z8AAAA,6 июля 2023,с улицы,109 м²,1,офисная,прямая,другой,"на улице, бесплатная",55.74721146,49.20628738,,,,,11 мес.,,,,,,есть,коммунальные
Торговая площадь с отдельным входом 13 м²,20475,"Ленинградская ул., 17Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_s_otdelnym_vhodom_13_m_3139796578?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJlampMRXZYUWlXQkp4UW5JIjt9xvuXwj8AAAA,22 июня 2023,с улицы,13 м²,1,чистовая,прямая,торговый центр,"на улице, бесплатная",55.860039,49.083821,есть,,,,11 мес.,,,,,,есть,
"Торговая площадь, 90 м²",1300,"пр-т Победы, 78Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_90_m_3043246158?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJlampMRXZYUWlXQkp4UW5JIjt9xvuXwj8AAAA,18 июня 2023,с улицы,90 м²,1,офисная,прямая,жилой дом,"на улице, бесплатная",55.76429479407051,49.22039361437815,есть,3 м,,,,,,,,,есть,
"Торговая площадь, 45 м²",3000,"Машиностроительная ул., 75Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/torgovaya_ploschad_45_m_3087564018?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJlampMRXZYUWlXQkp4UW5JIjt9xvuXwj8AAAA,16 июня 2023,с улицы,45 м²,1,чистовая,прямая,торговый центр,"на улице, бесплатная, подходит для грузового транспорта",55.72423465476138,52.423933354492156,,,,,,первая линия,,,,,,эксплуатационные
"Торговая площадь, 59 м²",35000,"ул. Мусы Джалиля, 33Бугульма",https://www.avito.ru/bugulma/kommercheskaya_nedvizhimost/torgovaya_ploschad_59_m_3053305906?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJlampMRXZYUWlXQkp4UW5JIjt9xvuXwj8AAAA,8 июня 2023,с улицы,59 м²,1,офисная,прямая,жилой дом,"на улице, бесплатная, подходит для грузового транспорта",54.534244537353516,52.79328918457031,,2.8 м,,,,,,,,,есть,
"Свободного назначения, 38 м²",35000,"ул. Мусы Джалиля, 28Альметьевск",https://www.avito.ru/almetevsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_38_m_2965303193?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJlampMRXZYUWlXQkp4UW5JIjt9xvuXwj8AAAA,21 мая 2023,с улицы,38 м²,1,офисная,прямая,жилой дом,"на улице, бесплатная, подходит для грузового транспорта",54.90284729003906,52.29157257080078,есть,,,,3 мес.,,,,,,есть,
"Склад, 15 м²",7000,"ул. Дементьева, 2ГКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/sklad_15_m_2968767256?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJlampMRXZYUWlXQkp4UW5JIjt9xvuXwj8AAAA,10 мая 2023,,15 м²,1,чистовая,прямая,другой,"на улице, бесплатная, подходит для грузового транспорта",55.85167603763783,49.095560084411744,есть,2.6 м,,,1 мес.,,,,,,есть,"коммунальные, эксплуатационные"
