title,price,address,item_url,date,Вход,Отдельный вход,Общая площадь,Этаж,Высота потолков,Отделка,Мощность электросети,Отопление,Тип аренды,Минимальный срок аренды,Тип здания,Удалённость от дороги,Парковка,lat,lon,Арендные каникулы,Количество парковочных мест,Платежи включены,Аренда части,Планировка,Класс здания,city,street,total_price,price_per_meter,is_per_meter_price
"Свободного назначения, 100 м²",30000,"ул. Ленина, 90АБугульма",https://www.avito.ru/bugulma/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_100_m_2119757875?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyeUNPN0dGSUU4cUtjNHRZIjt9ugcw1T8AAAA,15 апреля 2021,с улицы,есть,100.0,1.0,,чистовая,,,прямая,,другой,,"на улице, бесплатная",54.536371,52.812252,есть,,,возможна,,,Бугульма,ул. Ленина,30000.0,300.0,False
"Свободного назначения, 113.1 м²",56000,"Привокзальная ул., 1пгт. Васильево",https://www.avito.ru/vasilevo/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_113.1_m_2121788284?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyeUNPN0dGSUU4cUtjNHRZIjt9ugcw1T8AAAA,9 апреля 2021,с улицы,есть,113.1,1.0,3 м,чистовая,,автономное,прямая,11 мес.,торговый центр,первая линия,"на улице, бесплатная, подходит для грузового транспорта",55.83702,48.702927,есть,,,,,,Васильево,"Привокзальная ул., 1пгт.",56000.0,495.13704686118484,False
"Свободного назначения, 57 м²",22000,"ул. Пушкина, 29/34Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_57_m_2116915294?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyeUNPN0dGSUU4cUtjNHRZIjt9ugcw1T8AAAA,7 апреля 2021,с улицы,есть,57.0,1.0,4 м,без отделки,,,прямая,,административное здание,,"на улице, бесплатная",55.791921,49.124147,есть,,,,,,Казань,ул. Пушкина,22000.0,385.96491228070175,False
"Свободного назначения, 76.1 м²",35000,"пр-т Ленина, 21Лениногорск",https://www.avito.ru/leninogorsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_76.1_m_2112791905?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyeUNPN0dGSUU4cUtjNHRZIjt9ugcw1T8AAAA,31 марта 2021,с улицы,есть,76.1,1.0,,офисная,,,прямая,,жилой дом,,"на улице, бесплатная, подходит для грузового транспорта",54.6015625,52.44816589,есть,,,,,,Лениногорск,пр-т Ленина,35000.0,459.9211563731932,False
"Свободного назначения, 60 м²",27000,"Гвардейская ул., 46АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_60_m_2099843858?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyeUNPN0dGSUU4cUtjNHRZIjt9ugcw1T8AAAA,29 января 2021,с улицы,,60.0,1.0,2.5 м,без отделки,100 кВт,,прямая,2 мес.,другой,,"на улице, подходит для грузового транспорта",55.780026,49.176662,есть,,,возможна,,,Казань,Гвардейская ул.,27000.0,450.0,False
"Свободного назначения, 15 м²",10000,"ул. Шайхутдинова, 7Азнакаево",https://www.avito.ru/aznakaevo/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_15_m_2079275043?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyeUNPN0dGSUU4cUtjNHRZIjt9ugcw1T8AAAA,28 января 2021,с улицы,есть,15.0,1.0,,чистовая,,,прямая,,жилой дом,,на улице,54.84979227624802,53.08950317192842,есть,,,возможна,,,Азнакаево,ул. Шайхутдинова,10000.0,666.6666666666666,False
ПСН на первой линии с отдельным входом 145 кв.м,180000,"Волочаевская ул., 8Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/psn_na_pervoy_linii_s_otdelnym_vhodom_145_kv.m_2056735799?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyeUNPN0dGSUU4cUtjNHRZIjt9ugcw1T8AAAA,27 января 2021,с улицы,,145.0,1.0,3 м,чистовая,,,прямая,,жилой дом,,на улице,55.789026,49.174937,,,,,,,Казань,Волочаевская ул.,180000.0,1241.3793103448277,False
"Свободного назначения, 30 м²",20000,"Станционная ул., 3Апос. железнодорожной станции Высокая Гора",https://www.avito.ru/vysokaya_gora/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_30_m_2056699889?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyeUNPN0dGSUU4cUtjNHRZIjt9ugcw1T8AAAA,26 января 2021,с улицы,есть,30.0,1.0,2.5 м,чистовая,,,прямая,3 мес.,другой,,"на улице, бесплатная, подходит для грузового транспорта",55.93224701003143,49.30832552420812,есть,40.0,,,,,Высокая Гора,"Станционная ул., 3Апос. железнодорожной станции",20000.0,666.6666666666666,False
Коммерческая недвижимость в аренду,19548,"ул. Мусы Джалиля, 66/5Бугульма",https://www.avito.ru/bugulma/kommercheskaya_nedvizhimost/kommercheskaya_nedvizhimost_v_arendu_2103727195?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyeUNPN0dGSUU4cUtjNHRZIjt9ugcw1T8AAAA,26 января 2021,,,54.3,1.0,,офисная,,,прямая,2 мес.,административное здание,,"на улице, бесплатная, подходит для грузового транспорта",54.5264504812373,52.7818076944427,,,"коммунальные, эксплуатационные",,кабинетная,,Бугульма,ул. Мусы Джалиля,19548.0,360.0,False
"Торговая площадь, 105 м²",500,"ул. Энтузиастов, 3Мензелинск",https://www.avito.ru/menzelinsk/kommercheskaya_nedvizhimost/torgovaya_ploschad_105_m_2025449581?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyeUNPN0dGSUU4cUtjNHRZIjt9ugcw1T8AAAA,22 ноября 2020,с улицы,есть,105.0,1.0,,чистовая,,,прямая,36 мес.,торговый центр,,"на улице, бесплатная, подходит для грузового транспорта",55.729189,53.119377,есть,8.0,,,,,Мензелинск,ул. Энтузиастов,52500.0,500.0,True
"Свободного назначения, 88 м²",500,"ул. Максима Горького, 105Елабуга",https://www.avito.ru/elabuga/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_88_m_2018384425?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyeUNPN0dGSUU4cUtjNHRZIjt9ugcw1T8AAAA,2 ноября 2020,с улицы,есть,88.0,1.0,2.8 м,чистовая,,,прямая,,другой,,"на улице, бесплатная, подходит для грузового транспорта",55.7623331226447,52.0691786990609,есть,20.0,,,,,Елабуга,ул. Максима Горького,44000.0,500.0,True
"Свободного назначения, 33 м²",47000,"ул. Четаева, 33Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_33_m_2033523525?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyeUNPN0dGSUU4cUtjNHRZIjt9ugcw1T8AAAA,2 ноября 2020,с улицы,,33.0,1.0,2.6 м,чистовая,15 кВт,,прямая,11 мес.,жилой дом,,"на улице, бесплатная",55.823818,49.122781,есть,10.0,,,,,Казань,ул. Четаева,47000.0,1424.2424242424242,False
"Офис, 87 м²",500,"59-й комплекс, 20Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/ofis_87_m_2042176324?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyeUNPN0dGSUU4cUtjNHRZIjt9ugcw1T8AAAA,24 октября 2020,,,87.0,1.0,2.5 м,офисная,,,прямая,12 мес.,жилой дом,,"на улице, бесплатная",55.7205926362984,52.3922024655761,,,,,"кабинетная, открытая",,Набережные Челны,59-й комплекс,43500.0,500.0,True
Аренда контейнера под склад,6000,"Адмиралтейская ул., 3к1Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/arenda_konteynera_pod_sklad_2035668685?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyeUNPN0dGSUU4cUtjNHRZIjt9ugcw1T8AAAA,16 октября 2020,с улицы,есть,15.0,1.0,2.6 м,без отделки,,,прямая,1 мес.,другой,,нет,55.798707,49.050584,есть,,"коммунальные, эксплуатационные",,,A,Казань,Адмиралтейская ул.,6000.0,400.0,False
"Сдам помещение свободного назначения, 25 м²",250,"Октябрьская ул., 14с. Яльчики",https://www.avito.ru/buinsk/kommercheskaya_nedvizhimost/sdam_pomeschenie_svobodnogo_naznacheniya_25_m_2002658731?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyeUNPN0dGSUU4cUtjNHRZIjt9ugcw1T8AAAA,21 сентября 2020,с улицы,,25.0,1.0,,офисная,,,прямая,,административное здание,,нет,55.164937,48.003822,,,,,,,Яльчики,"Октябрьская ул., 14с.",6250.0,250.0,True
"Торговая площадь, 26 м²",17000,"ул. Давыдова, 158ВМамадыш",https://www.avito.ru/mamadysh/kommercheskaya_nedvizhimost/torgovaya_ploschad_26_m_1991208013?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyeUNPN0dGSUU4cUtjNHRZIjt9ugcw1T8AAAA,1 сентября 2020,с улицы,есть,26.0,1.0,,без отделки,,,прямая,,торговый центр,,"на улице, бесплатная, подходит для грузового транспорта",55.689695,51.390345,есть,25.0,,возможна,,,Мамадыш,ул. Давыдова,17000.0,653.8461538461538,False
Аренда контейнера под склад,6000,"ул. Фатыха Амирхана, 52Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/arenda_konteynera_pod_sklad_1971153572?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyeUNPN0dGSUU4cUtjNHRZIjt9ugcw1T8AAAA,9 августа 2020,с улицы,есть,15.0,1.0,2.6 м,чистовая,,,прямая,1 мес.,другой,,нет,55.846002,49.141278,,,"коммунальные, эксплуатационные",,,,Казань,ул. Фатыха Амирхана,6000.0,400.0,False
"Свободного назначения, 121 м²",400,"Центральная ул., 9с. Старое Дрожжаное",https://www.avito.ru/staroe_drozhzhanoe/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_121_m_1963788572?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyeUNPN0dGSUU4cUtjNHRZIjt9ugcw1T8AAAA,5 августа 2020,с улицы,,121.0,1.0,3 м,офисная,"45 кВт, можно увеличить",,прямая,12 мес.,торговый центр,,"на улице, бесплатная, подходит для грузового транспорта",54.724822,47.563378,есть,10.0,,возможна,,,Старое Дрожжаное,"Центральная ул., 9с.",48400.0,400.0,True
Контейнер в аренду под склад,6000,"Советский район, жилой массив Самосырово, ул. Мира, 122Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/konteyner_v_arendu_pod_sklad_1971497373?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyeUNPN0dGSUU4cUtjNHRZIjt9ugcw1T8AAAA,23 июля 2020,с улицы,есть,15.0,1.0,2.6 м,без отделки,,,прямая,1 мес.,другой,,на улице,55.797766,49.27518,есть,,"коммунальные, эксплуатационные",,,C,Казань,"Советский район, жилой массив Самосырово, ул. Мира",6000.0,400.0,False
"Свободного назначения, 114 м²",90000,"ул. Галии Кайбицкой, 15Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_114_m_1947509983?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyeUNPN0dGSUU4cUtjNHRZIjt9ugcw1T8AAAA,24 мая 2020,с улицы,,114.0,1.0,,без отделки,,,прямая,12 мес.,другой,,"на улице, бесплатная, подходит для грузового транспорта",55.7806163879619,49.2344017794276,есть,,,,,,Казань,ул. Галии Кайбицкой,90000.0,789.4736842105264,False
"Офис с доступом 24/7, 18 м²",18000,"Сибирский тракт, 39Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/ofis_s_dostupom_247_18_m_1949611713?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyeUNPN0dGSUU4cUtjNHRZIjt9ugcw1T8AAAA,7 мая 2020,,,18.0,1.0,,офисная,,,прямая,,жилой дом,,на улице,55.819944,49.176662,,,,,"кабинетная, открытая",,Казань,Сибирский тракт,18000.0,1000.0,False
"Торговая площадь, 75 м²",150000,"Залесная ул., 72АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_75_m_1922631356?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyeUNPN0dGSUU4cUtjNHRZIjt9ugcw1T8AAAA,4 мая 2020,с улицы,есть,75.0,1.0,3 м,чистовая,100 кВт,,прямая,,торговый центр,,"на улице, бесплатная, подходит для грузового транспорта",55.850224308372624,48.89425907031568,есть,20.0,,возможна,,,Казань,Залесная ул.,150000.0,2000.0,False
36 м² ЖК Солнечный гоород,50000,"ул. Баки Урманче, 5Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/36_m_zhk_solnechnyy_goorod_1891841137?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyeUNPN0dGSUU4cUtjNHRZIjt9ugcw1T8AAAA,29 марта 2020,с улицы,есть,36.0,1.0,,чистовая,,,прямая,11 мес.,жилой дом,,"на улице, бесплатная, подходит для грузового транспорта",55.732184539108,49.1788670714416,есть,,,,,,Казань,ул. Баки Урманче,50000.0,1388.888888888889,False
"Свободного назначения, от 13 м²",500,"Корабельная ул., 22Нижнекамск",https://www.avito.ru/nizhnekamsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_ot_13_m_1880294279?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyeUNPN0dGSUU4cUtjNHRZIjt9ugcw1T8AAAA,29 января 2020,с улицы,,13.0,1.0,,без отделки,,,прямая,11 мес.,торговый центр,первая линия,на улице,55.624042,51.800075,,,,,,,Нижнекамск,Корабельная ул.,6500.0,500.0,True
"Свободного назначения, 50.3 м²",30000,"ул. Якупова, 56Бугульма",https://www.avito.ru/bugulma/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_50.3_m_1857232161?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyeUNPN0dGSUU4cUtjNHRZIjt9ugcw1T8AAAA,17 января 2020,с улицы,,50.3,1.0,2.9 м,офисная,,,прямая,,торговый центр,,на улице,54.533613,52.804122,есть,,,,,,Бугульма,ул. Якупова,30000.0,596.4214711729622,False
"Торговая площадь, 150 м²",800,"Советская ул., 7пгт. Алексеевское",https://www.avito.ru/alekseevskoe/kommercheskaya_nedvizhimost/torgovaya_ploschad_150_m_1875190558?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyeUNPN0dGSUU4cUtjNHRZIjt9ugcw1T8AAAA,3 января 2020,с улицы,есть,150.0,1.0,2.5 м,офисная,100 кВт,,прямая,,другой,,"на улице, бесплатная, подходит для грузового транспорта",55.310903,50.103607,есть,10.0,,возможна,,,Алексеевское,"Советская ул., 7пгт.",120000.0,800.0,True
"Свободного назначения, 12.8 м²",800,"ул. Гагарина, 24Нижнекамск",https://www.avito.ru/nizhnekamsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_12.8_m_1848447237?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJyeUNPN0dGSUU4cUtjNHRZIjt9ugcw1T8AAAA,16 декабря 2019,с улицы,,12.8,1.0,,без отделки,,,прямая,11 мес.,торговый центр,первая линия,на улице,55.647945,51.847275,,,,,,,Нижнекамск,ул. Гагарина,10240.0,800.0,True
