title,price,address,item_url,date,Вход,Общая площадь,Этаж,Отделка,Тип сделки,Арендаторы,Тип здания,Парковка,lat,lon,Высота потолков,Мощность электросети,Планировка,Готовность,Класс здания,Отдельный вход,Отопление,Удалённость от дороги,Количество парковочных мест,city,street,total_price,price_per_meter,is_per_meter_price
"Свободного назначения, 51 м²",3000000,"ул. Толстого, 7Мамадыш",https://www.avito.ru/mamadysh/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_51_m_2441297172?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJveWkxelZsSmViN3psZ1pKIjt9SvyPrT8AAAA,30 мая 2022,с улицы,51.0,1.0,чистовая,продажа,,другой,нет,55.716772,51.419791,,,,в эксплуатации,,,автономное,первая линия,,Мамадыш,ул. Толстого,3000000.0,58823.529411764706,False
"Помещение №1005 Казанский пр-кт, 3а, 28.7 м²",2870000,"Казанский пр-т, 3АНабережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/pomeschenie_1005_kazanskiy_pr-kt_3a_28.7_m_2375198875?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJveWkxelZsSmViN3psZ1pKIjt9SvyPrT8AAAA,30 марта 2022,со двора,28.7,1.0,без отделки,продажа,,жилой дом,"на улице, бесплатная",55.666294,52.29917,4 м,,,в эксплуатации,,есть,центральное,,,Набережные Челны,Казанский пр-т,2870000.0,100000.0,False
"Свободного назначения, 91 м²",14900000,"ул. Виктора Полякова, 20АНабережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_91_m_2361297204?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJveWkxelZsSmViN3psZ1pKIjt9SvyPrT8AAAA,22 марта 2022,с улицы,91.0,1.0,офисная,продажа,,жилой дом,"на улице, бесплатная",55.757566,52.46667,3 м,10 кВт,,в эксплуатации,,есть,центральное,первая линия,,Набережные Челны,ул. Виктора Полякова,14900000.0,163736.26373626373,False
"Свободного назначения, 24 м²",1750000,"ул. Пушкина, 5Менделеевск",https://www.avito.ru/mendeleevsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_24_m_2334448058?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJveWkxelZsSmViN3psZ1pKIjt9SvyPrT8AAAA,12 марта 2022,с улицы,24.0,1.0,без отделки,продажа,,жилой дом,"на улице, бесплатная",55.891144,52.305538,,"5 кВт, можно увеличить",,в эксплуатации,,есть,центральное,первая линия,,Менделеевск,ул. Пушкина,1750000.0,72916.66666666667,False
Коммерческое помещение ЖК Царево,10960000,"ул. Петра Гаврилова, 18д. Царёво",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/kommercheskoe_pomeschenie_zhk_tsarevo_2276040321?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJveWkxelZsSmViN3psZ1pKIjt9SvyPrT8AAAA,11 декабря 2021,с улицы,54.8,1.0,офисная,продажа,,жилой дом,в здании,55.80573,49.442276,,10 кВт,,,,,,,,Царёво,"ул. Петра Гаврилова, 18д.",10960000.0,200000.0,False
"Свободного назначения, 2000 м²",39950000,"Республика Татарстан, Тукаевский район, Шильнебашское сельское поселениеНабережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_2000_m_2290927616?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJveWkxelZsSmViN3psZ1pKIjt9SvyPrT8AAAA,4 декабря 2021,с улицы,2000.0,1.0,без отделки,продажа,помещение сдано,торговый центр,на улице,55.67106742841632,52.52319326645724,,"40 кВт, можно увеличить",,в эксплуатации,,,автономное,первая линия,,Набережные Челны,"Республика Татарстан, Тукаевский район, Шильнебашское сельское поселение",39950000.0,19975.0,False
Магазин Хозтовары,6000000,"ул. Баныкина, 3Заинск",https://www.avito.ru/zainsk/kommercheskaya_nedvizhimost/magazin_hoztovary_2284278196?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJveWkxelZsSmViN3psZ1pKIjt9SvyPrT8AAAA,25 ноября 2021,с улицы,70.0,1.0,офисная,продажа,,другой,на улице,55.290218,52.006993,,,,в эксплуатации,,есть,,первая линия,,Заинск,ул. Баныкина,6000000.0,85714.28571428571,False
"Торговая площадь, 95.4 м²",2200000,"Центральная ул., 33с. Икское Устье",https://www.avito.ru/mendeleevsk/kommercheskaya_nedvizhimost/torgovaya_ploschad_95.4_m_2239797064?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJveWkxelZsSmViN3psZ1pKIjt9SvyPrT8AAAA,19 октября 2021,с улицы,95.4,1.0,чистовая,продажа,,другой,"на улице, бесплатная",55.911028,52.574243,,,,в эксплуатации,,есть,,,,Икское Устье,"Центральная ул., 33с.",2200000.0,23060.796645702303,False
"Помещение свободного назначения, 87.39 м² (ID1)",1350000,"ул. 1 Мая, 15с. Куюк-Ерыкса",https://www.avito.ru/mamadysh/kommercheskaya_nedvizhimost/pomeschenie_svobodnogo_naznacheniya_87.39_m_id1_2249451980?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJveWkxelZsSmViN3psZ1pKIjt9SvyPrT8AAAA,12 октября 2021,с улицы,87.4,1.0,без отделки,продажа,,другой,нет,55.851328,51.352705,,,,в эксплуатации,,,,,,Ерыкса,"ул. 1 Мая, 15с. Куюк-",1350000.0,15446.224256292906,False
"Автосервис, 72 м²",7200000,"ул. Шамиля Усманова, 2Б/2Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/avtoservis_72_m_2224831689?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJveWkxelZsSmViN3psZ1pKIjt9SvyPrT8AAAA,28 сентября 2021,с улицы,72.0,1.0,чистовая,продажа,,другой,,55.7194470982152,52.3605908656325,3.5 м,15 кВт,,в эксплуатации,,есть,нет,,,Набережные Челны,ул. Шамиля Усманова,7200000.0,100000.0,False
"Свободного назначения, 1815 м² с НДС",107000000,"ул. Гарифа Ахунова, 16АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_1815_m_s_nds_2085315161?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJveWkxelZsSmViN3psZ1pKIjt9SvyPrT8AAAA,18 февраля 2021,с улицы,1815.0,1.0,без отделки,продажа,,другой,"на улице, бесплатная, подходит для грузового транспорта",55.728672,49.175081,4 м,,,в эксплуатации,,есть,центральное,первая линия,,Казань,ул. Гарифа Ахунова,107000000.0,58953.16804407714,False
Здание под магазин/офис,7500000,"ул. Гагарина, 23Бпгт. Нижняя Мактама",https://www.avito.ru/nizhnyaya_maktama/kommercheskaya_nedvizhimost/zdanie_pod_magazinofis_2098282380?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJveWkxelZsSmViN3psZ1pKIjt9SvyPrT8AAAA,3 февраля 2021,с улицы,385.0,,без отделки,продажа,,административное здание,"на улице, бесплатная, подходит для грузового транспорта",54.8591989275552,52.4174742698026,,,,в эксплуатации,,есть,нет,,,Нижняя Мактама,"ул. Гагарина, 23Бпгт.",7500000.0,19480.51948051948,False
"Свободного назначения, 820 м²",15399999,"Республика Татарстан, Пестречинский район, Пимерское сельское поселениеПестрецы",https://www.avito.ru/pestretsy/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_820_m_2081902576?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJveWkxelZsSmViN3psZ1pKIjt9SvyPrT8AAAA,27 января 2021,с улицы,820.0,1.0,чистовая,продажа,,другой,на улице,55.7747579208208,49.8543101270142,,"67 кВт, можно увеличить",,в эксплуатации,,есть,автономное,,,Пестрецы,"Республика Татарстан, Пестречинский район, Пимерское сельское поселение",15399999.0,18780.486585365852,False
"Торговая площадь, 570 м²",5700000,"Центральная ул., 50с. Кичуй",https://www.avito.ru/almetevsk/kommercheskaya_nedvizhimost/torgovaya_ploschad_570_m_2097230253?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJveWkxelZsSmViN3psZ1pKIjt9SvyPrT8AAAA,23 января 2021,с улицы,570.0,1.0,без отделки,продажа,,другой,"на улице, бесплатная",54.891344,51.984877,,,,в эксплуатации,,,,первая линия,,Кичуй,"Центральная ул., 50с.",5700000.0,10000.0,False
Теплый склад 1800 м2 на Высокой горе,145000000,"Центральная ул., 3с. Высокая Гора",https://www.avito.ru/vysokaya_gora/kommercheskaya_nedvizhimost/teplyy_sklad_1800_m2_na_vysokoy_gore_2024017732?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJveWkxelZsSmViN3psZ1pKIjt9SvyPrT8AAAA,18 ноября 2020,со двора,1800.0,1.0,чистовая,продажа,,административное здание,на улице,55.920159,49.308274,6 м,,,,,,,,,Высокая Гора,"Центральная ул., 3с.",145000000.0,80555.55555555556,False
"Свободного назначения, 58 м²",5000000,"ул. Якупова, 40Бугульма",https://www.avito.ru/bugulma/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_58_m_2039447032?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJveWkxelZsSmViN3psZ1pKIjt9SvyPrT8AAAA,27 октября 2020,с улицы,58.0,1.0,офисная,продажа,,жилой дом,"на улице, бесплатная, подходит для грузового транспорта",54.536182,52.807922,,"8 кВт, можно увеличить",,в эксплуатации,,есть,центральное,первая линия,10.0,Бугульма,ул. Якупова,5000000.0,86206.89655172414,False
"Торговая площадь, 3239.6 м²",97500000,"ул. Космонавтов, 8Лаишево",https://www.avito.ru/laishevo/kommercheskaya_nedvizhimost/torgovaya_ploschad_3239.6_m_1993585146?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJveWkxelZsSmViN3psZ1pKIjt9SvyPrT8AAAA,8 сентября 2020,с улицы,3239.6,1.0,офисная,продажа,помещение сдано,торговый центр,"на улице, бесплатная, подходит для грузового транспорта",55.401928,49.552822,5 м,"150 кВт, можно увеличить",,в эксплуатации,,есть,автономное,первая линия,25.0,Лаишево,ул. Космонавтов,97500000.0,30096.308186195827,False
Здание,8000000,"ул. Карла Либкнехта, 9Чистополь",https://www.avito.ru/chistopol/kommercheskaya_nedvizhimost/zdanie_1960772499?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJveWkxelZsSmViN3psZ1pKIjt9SvyPrT8AAAA,15 августа 2020,с улицы,300.0,1.0,без отделки,продажа,,бизнес-центр,"на улице, бесплатная",55.3638008737071,50.6427056102295,,,,в эксплуатации,,,,,,Чистополь,ул. Карла Либкнехта,8000000.0,26666.666666666668,False
"Свободного назначения, 3953 м² от собственника",85000000,жилой комплекс Царёво ВилладжКазань,https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_3953_m_ot_sobstvennika_1886883636?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJveWkxelZsSmViN3psZ1pKIjt9SvyPrT8AAAA,13 марта 2020,с улицы,3953.0,1.0,чистовая,продажа,помещение сдано,административное здание,на улице,55.810547,49.439716,,,,в эксплуатации,,,,,,Казань,жилой комплекс Царёво Вилладж,85000000.0,21502.65621047306,False
"Торговая площадь, 24551 м²",390000000,"ул. Комиссара Габишева, 36Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_24551_m_1207242757?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJveWkxelZsSmViN3psZ1pKIjt9SvyPrT8AAAA,17 мая 2019,с улицы,24551.0,1.0,чистовая,продажа,,торговый центр,на улице,55.75416946,49.24204254,,,,в эксплуатации,,есть,,,,Казань,ул. Комиссара Габишева,390000000.0,15885.299987780538,False
"Торговая площадь, 82.5 м²",1500000,"Советская ул., 49с. Антоновка",https://www.avito.ru/bazarnye_mataki/kommercheskaya_nedvizhimost/torgovaya_ploschad_82.5_m_1072102500?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJveWkxelZsSmViN3psZ1pKIjt9SvyPrT8AAAA,22 августа 2018,с улицы,82.5,1.0,офисная,продажа,,другой,на улице,54.9125424350288,49.4841790347919,,,,в эксплуатации,,,,первая линия,,Антоновка,"Советская ул., 49с.",1500000.0,18181.81818181818,False
"Торговая площадь, 70 м²",2300000,"ул. Крайнова, 84с. Базарные Матаки",https://www.avito.ru/bazarnye_mataki/kommercheskaya_nedvizhimost/torgovaya_ploschad_70_m_1197827698?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJveWkxelZsSmViN3psZ1pKIjt9SvyPrT8AAAA,28 декабря 2017,с улицы,70.0,1.0,чистовая,продажа,помещение сдано,другой,"на улице, бесплатная, подходит для грузового транспорта",54.904748,49.925435,3 м,5 кВт,,в эксплуатации,,есть,автономное,первая линия,,Базарные Матаки,"ул. Крайнова, 84с.",2300000.0,32857.142857142855,False
"Торговое помещение, 250 м²",3200000,"ул. Горького, 9Тетюши",https://www.avito.ru/tetyushi/kommercheskaya_nedvizhimost/torgovoe_pomeschenie_250_m_900984756?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJveWkxelZsSmViN3psZ1pKIjt9SvyPrT8AAAA,13 января 2017,с улицы,250.0,1.0,офисная,продажа,,торговый центр,на улице,54.935695,48.836955,2.2 м,,,в эксплуатации,,есть,автономное,первая линия,,Тетюши,ул. Горького,3200000.0,12800.0,False
